word_id	utterance_id	location	surface	auto	fix	eng	speaker	langid	filename	clause	clauseno
1072	169	3	what	what.REL			HEN	eng	zeledon4		
1073	169	4	about	about.PREP			HEN	eng	zeledon4		
1074	169	5	Mary	name			HEN	eng&spa	zeledon4		
1075	169	6	?				HEN	999	zeledon4		
1076	170	1	I	I.PRON.SUB.1S			HEN	eng	zeledon4		
1077	170	2	mean	mean.V.1S.PRES			HEN	eng	zeledon4		
1078	170	3	what	what.REL			HEN	eng	zeledon4		
1079	170	4	about	about.PREP			HEN	eng	zeledon4		
1080	170	5	Mary	name			HEN	eng&spa	zeledon4		
1081	170	6	?				HEN	999	zeledon4		
1082	171	1	Mary	name			ETH	eng&spa	zeledon4		
1083	171	2	let's	let.V.IMPER+US.PRON.SUB.1P			ETH	eng	zeledon4		
1084	171	3	not	not.ADV			ETH	eng	zeledon4		
1085	171	4	even	even.ADV			ETH	eng	zeledon4		
1086	171	5	discuss	discuss.V.INFIN			ETH	eng	zeledon4		
1087	171	6	Mary	name			ETH	eng&spa	zeledon4		
1088	171	7	.				ETH	999	zeledon4		
1089	172	1	.				HEN	999	zeledon4		
1090	173	1	what	what.REL			ETH	eng	zeledon4		
1091	173	2	does	does.SV.INFIN			ETH	eng	zeledon4		
1092	173	3	Mary	name			ETH	eng&spa	zeledon4		
1093	173	4	have	have.SV.INFIN			ETH	eng	zeledon4		
1094	173	5	to	to.PREP			ETH	eng	zeledon4		
1095	173	6	do	do.V.INFIN			ETH	eng	zeledon4		
1096	173	7	with	with.PREP			ETH	eng	zeledon4		
1097	173	8	manicure	manicure.N.SG			ETH	eng	zeledon4		
1098	173	9	?				ETH	999	zeledon4		
1099	174	1	.				HEN	999	zeledon4		
1100	175	1	Philip	name			HEN	eng&spa	zeledon4		
1101	175	2	.				HEN	999	zeledon4		
1102	176	1	no	no.ADV			ETH	eng	zeledon4		
1103	176	2	Philip	name			ETH	eng&spa	zeledon4		
1104	176	3	yo	I.PRON.SUB.MF.1S			ETH	spa	zeledon4		
1105	176	4	no	not.ADV			ETH	spa	zeledon4		
1106	176	5	conozco	meet.V.1S.PRES			ETH	spa	zeledon4		
1107	176	6	.				ETH	999	zeledon4		
1108	177	1	.				HEN	999	zeledon4		
1109	178	1	.				HEN	999	zeledon4		
1110	179	1	ni	nor.CONJ			ETH	spa	zeledon4		
1111	179	2	lo	him.PRON.OBJ.M.3S			ETH	spa	zeledon4		
1112	179	3	conozco	meet.V.1S.PRES			ETH	spa	zeledon4		
1113	179	4	.				ETH	999	zeledon4		
1114	180	1	yo	I.PRON.SUB.MF.1S			ETH	spa	zeledon4		
1115	180	2	una	a.DET.INDEF.F.SG			ETH	spa	zeledon4		
1116	180	3	vez	time.N.F.SG			ETH	spa	zeledon4		
1117	180	4	yo	I.PRON.SUB.MF.1S			ETH	spa	zeledon4		
1118	180	5	lo	him.PRON.OBJ.M.3S			ETH	spa	zeledon4		
1119	180	6	vi	see.V.1S.PAST			ETH	spa	zeledon4		
1120	180	7	.				ETH	999	zeledon4		
1121	181	1	.				HEN	999	zeledon4		
1122	182	1	yeah	yeah.ADV			HEN	eng	zeledon4		
1123	182	2	?				HEN	999	zeledon4		
1124	183	1	yeah	yeah.ADV			ETH	eng	zeledon4		
1125	183	2	that's	that.DEM.FAR+BE.V.3S.PRES			ETH	eng	zeledon4		
1126	183	3	it	it.PRON.OBJ.3S			ETH	eng	zeledon4		
1127	183	4	.				ETH	999	zeledon4		
1128	184	1	quién	who.INT.MF.SG			ETH	spa	zeledon4		
1129	184	2	más	more.ADV			ETH	spa	zeledon4		
1130	184	3	?				ETH	999	zeledon4		
1131	185	1	quién	who.INT.MF.SG			ETH	spa	zeledon4		
1132	185	2	más	more.ADV			ETH	spa	zeledon4		
1133	185	3	?				ETH	999	zeledon4		
1134	186	1	so	so.ADV			HEN	eng	zeledon4		
1135	186	2	no	no.ADV			HEN	eng	zeledon4		
1136	186	3	hard	hard.ADJ			HEN	eng	zeledon4		
1137	186	4	feelings	unk			HEN	eng	zeledon4		
1138	186	5	Mary	name			HEN	eng&spa	zeledon4		
1139	186	6	.				HEN	999	zeledon4		
1140	187	1	with	with.PREP			ETH	eng	zeledon4		
1141	187	2	Mary	name			ETH	eng&spa	zeledon4		
1142	187	3	no	no.ADV			ETH	eng	zeledon4		
1143	187	4	I	I.PRON.SUB.1S			ETH	eng	zeledon4		
1144	187	5	have	have.V.1S.PRES			ETH	eng	zeledon4		
1145	187	6	not	not.ADV			ETH	eng	zeledon4		
1146	187	7	hard	hard.ADJ			ETH	eng	zeledon4		
1147	187	8	feelings	unk			ETH	eng	zeledon4		
1148	187	9	.				ETH	999	zeledon4		
1149	188	1	and	and.CONJ			HEN	eng	zeledon4		
1150	188	2	Philip	name			HEN	eng&spa	zeledon4		
1151	188	3	.				HEN	999	zeledon4		
1152	189	1	.				ETH	999	zeledon4		
1153	190	1	I	I.PRON.SUB.1S			ETH	eng	zeledon4		
1154	190	2	have	have.V.1S.PRES			ETH	eng	zeledon4		
1155	190	3	no	no.ADV			ETH	eng	zeledon4		
1156	190	4	hard	hard.ADJ			ETH	eng	zeledon4		
1157	190	5	feelings	unk			ETH	eng	zeledon4		
1158	190	6	for	for.PREP			ETH	eng	zeledon4		
1159	190	7	.				ETH	999	zeledon4		
1160	191	1	cómo	how.INT			HEN	spa	zeledon4		
1161	191	2	se	self.PRON.REFL.MF.3SP			HEN	spa	zeledon4		
1162	191	3	llamaba	call.V.13S.IMPERF			HEN	spa	zeledon4		
1163	191	4	el	the.DET.DEF.M.SG			HEN	spa	zeledon4		
1164	191	5	el	the.DET.DEF.M.SG			HEN	spa	zeledon4		
1165	191	6	el	the.DET.DEF.M.SG			HEN	spa	zeledon4		
1166	191	7	el	the.DET.DEF.M.SG			HEN	spa	zeledon4		
1167	191	8	el	the.DET.DEF.M.SG			HEN	spa	zeledon4		
1168	191	9	el	the.DET.DEF.M.SG			HEN	spa	zeledon4		
1169	191	10	jefe	chief.N.M.SG			HEN	spa	zeledon4		
1170	191	11	del	of_the.PREP+DET.DEF.M.SG			HEN	spa	zeledon4		
1171	191	12	car	car.N.SG			HEN	eng	zeledon4		
1172	191	13	dealership	dealership.N.SG			HEN	eng	zeledon4		
1173	191	14	?				HEN	999	zeledon4		
1174	192	1	el	the.DET.DEF.M.SG			ETH	spa	zeledon4		
1175	192	2	jefe	chief.N.M.SG			ETH	spa	zeledon4		
1176	192	3	del	of_the.PREP+DET.DEF.M.SG			ETH	spa	zeledon4		
1177	192	4	car	car.N.SG			ETH	eng	zeledon4		
1178	192	5	dealership	dealership.N.SG			ETH	eng	zeledon4		
1179	192	6	cuál	which.PRON.INT.MF.SG			ETH	spa	zeledon4		
1180	192	7	?				ETH	999	zeledon4		
1181	193	1	el	the.DET.DEF.M.SG			HEN	spa	zeledon4		
1182	193	2	el	the.DET.DEF.M.SG			HEN	spa	zeledon4		
1183	193	3	que	that.PRON.REL			HEN	spa	zeledon4		
1184	193	4	le	him.PRON.OBL.MF.23S			HEN	spa	zeledon4		
1185	193	5	íbamos	go.V.1P.IMPERF			HEN	spa	zeledon4		
1186	193	6	a	to.PREP			HEN	spa	zeledon4		
1187	193	7	hacer	do.V.INFIN			HEN	spa	zeledon4		
1188	193	8	lo	the.DET.DEF.NT.SG			HEN	spa	zeledon4		
1189	193	9	de	of.PREP			HEN	spa	zeledon4		
1190	193	10	la	the.DET.DEF.F.SG			HEN	spa	zeledon4		
1191	193	11	casa	house.N.F.SG			HEN	spa	zeledon4		
1192	193	12	.				HEN	999	zeledon4		
1193	194	1	ahora	now.ADV			ETH	spa	zeledon4		
1194	194	2	no	not.ADV			ETH	spa	zeledon4		
1195	194	3	me	me.PRON.OBL.MF.1S			ETH	spa	zeledon4		
1196	194	4	doy	give.V.1S.PRES			ETH	spa	zeledon4		
1197	194	5	cuenta	tally.N.F.SG.[or].explain.V.2S.IMPER.[or].explain.V.3S.PRES			ETH	spa	zeledon4		
1198	194	6	.				ETH	999	zeledon4		
1199	195	1	.				ETH	999	zeledon4		
1200	196	1	like	like.CONJ.[or].like.V.INFIN			HEN	eng	zeledon4		
1201	196	2	the	the.DET.DEF			HEN	eng	zeledon4		
1202	196	3	Chrysler	name			HEN	eng&spa	zeledon4		
1203	196	4	.				HEN	999	zeledon4		
1204	197	1	ah	ah.IM			ETH	spa	zeledon4		
1205	197	2	.				ETH	999	zeledon4		
1206	198	1	cómo	how.INT			ETH	spa	zeledon4		
1207	198	2	se	self.PRON.REFL.MF.3SP			ETH	spa	zeledon4		
1208	198	3	llamaba	call.V.13S.IMPERF			ETH	spa	zeledon4		
1209	198	4	eh	eh.IM			ETH	spa	zeledon4		
1210	198	5	.				ETH	999	zeledon4		
1211	199	1	.				HEN	999	zeledon4		
1212	200	1	Troski	name			ETH	eng&spa	zeledon4		
1213	200	2	.				ETH	999	zeledon4		
1214	201	1	Troski	name			HEN	eng&spa	zeledon4		
1215	201	2	qué	what.INT			HEN	spa	zeledon4		
1216	201	3	piensas	think.V.2S.PRES			HEN	spa	zeledon4		
1217	201	4	tú	you.PRON.SUB.MF.2S			HEN	spa	zeledon4		
1218	201	5	de	of.PREP			HEN	spa	zeledon4		
1219	201	6	Troski	name			HEN	eng&spa	zeledon4		
1220	201	7	?				HEN	999	zeledon4		
1221	202	1	ése	that.PRON.DEM.M.SG			ETH	spa	zeledon4		
1222	202	2	sí	yes.ADV			ETH	spa	zeledon4		
1223	202	3	ése	that.PRON.DEM.M.SG			ETH	spa	zeledon4		
1224	202	4	sí	yes.ADV			ETH	spa	zeledon4		
1225	202	5	ése	that.PRON.DEM.M.SG			ETH	spa	zeledon4		
1226	202	6	es	be.V.3S.PRES			ETH	spa	zeledon4		
1227	202	7	un	one.DET.INDEF.M.SG			ETH	spa	zeledon4		
1228	202	8	.				ETH	999	zeledon4		
1229	203	1	maricón	fag.N.M.SG			HEN	spa	zeledon4		
1230	203	2	.				HEN	999	zeledon4		
1231	204	1	eso	that.PRON.DEM.NT.SG			ETH	spa	zeledon4		
1232	204	2	es	be.V.3S.PRES			ETH	spa	zeledon4		
1233	204	3	lo	the.DET.DEF.NT.SG			ETH	spa	zeledon4		
1234	204	4	que	that.PRON.REL			ETH	spa	zeledon4		
1235	204	5	yo	I.PRON.SUB.MF.1S			ETH	spa	zeledon4		
1236	204	6	iba	go.V.13S.IMPERF			ETH	spa	zeledon4		
1237	204	7	a	to.PREP			ETH	spa	zeledon4		
1238	204	8	decir	tell.V.INFIN			ETH	spa	zeledon4		
1239	204	9	pero	but.CONJ			ETH	spa	zeledon4		
1240	204	10	.				ETH	999	zeledon4		
1241	205	1	.				HEN	999	zeledon4		
1242	206	1	vamos	go.V.1P.PRES			ETH	spa	zeledon4		
1243	206	2	a	to.PREP			ETH	spa	zeledon4		
1244	206	3	dejar	let.V.INFIN			ETH	spa	zeledon4		
1245	206	4	eso	that.PRON.DEM.NT.SG			ETH	spa	zeledon4		
1246	206	5	.				ETH	999	zeledon4		
1247	207	1	.				ETH	999	zeledon4		
1248	208	1	él	he.PRON.SUB.M.3S			HEN	spa	zeledon4		
1249	208	2	se	self.PRON.REFL.MF.3SP			HEN	spa	zeledon4		
1250	208	3	hacía	do.V.13S.IMPERF			HEN	spa	zeledon4		
1251	208	4	mucho	much.ADV			HEN	spa	zeledon4		
1252	208	5	las	the.DET.DEF.F.PL			HEN	spa	zeledon4		
1253	208	6	uñas	toenail.N.F.PL			HEN	spa	zeledon4		
1254	208	7	las	the.DET.DEF.F.PL			HEN	spa	zeledon4		
1255	208	8	.				HEN	999	zeledon4		
1256	209	1	él	he.PRON.SUB.M.3S			HEN	spa	zeledon4		
1257	209	2	se	self.PRON.REFL.MF.3SP			HEN	spa	zeledon4		
1258	209	3	hacía	do.V.13S.IMPERF			HEN	spa	zeledon4		
1259	209	4	.				HEN	999	zeledon4		
1260	210	1	sí	yes.ADV			ETH	spa	zeledon4		
1261	210	2	él	he.PRON.SUB.M.3S			ETH	spa	zeledon4		
1262	210	3	es	be.V.3S.PRES			ETH	spa	zeledon4		
1263	210	4	medio	half.ADJ.M.SG.[or].half.ADV.[or].middle.N.M.SG.[or].intervene.V.1S.PRES			ETH	spa	zeledon4		
1264	210	5	.				ETH	999	zeledon4		
1265	211	1	yo	I.PRON.SUB.MF.1S			ETH	spa	zeledon4		
1266	211	2	creo	believe.V.1S.PRES			ETH	spa	zeledon4		
1267	211	3	que	that.CONJ			ETH	spa	zeledon4		
1268	211	4	sí	yes.ADV			ETH	spa	zeledon4		
1269	211	5	.				ETH	999	zeledon4		
1270	212	1	.				HEN	999	zeledon4		
1271	213	1	o	or.CONJ			HEN	spa	zeledon4		
1272	213	2	sea	be.V.13S.SUBJ.PRES			HEN	spa	zeledon4		
1273	213	3	que	that.CONJ			HEN	spa	zeledon4		
1274	213	4	tú	you.PRON.SUB.MF.2S			HEN	spa	zeledon4		
1275	213	5	lo	the.DET.DEF.NT.SG			HEN	spa	zeledon4		
1276	213	6	que	that.PRON.REL			HEN	spa	zeledon4		
1277	213	7	piensas	think.V.2S.PRES			HEN	spa	zeledon4		
1278	213	8	es	be.V.3S.PRES			HEN	spa	zeledon4		
1279	213	9	que	that.CONJ			HEN	spa	zeledon4		
1280	213	10	la	the.DET.DEF.F.SG			HEN	spa	zeledon4		
1281	213	11	gente	people.N.F.SG			HEN	spa	zeledon4		
1282	213	12	que	that.PRON.REL			HEN	spa	zeledon4		
1283	213	13	se	self.PRON.REFL.MF.3SP			HEN	spa	zeledon4		
1284	213	14	hace	do.V.3S.PRES			HEN	spa	zeledon4		
1285	213	15	las	the.DET.DEF.F.PL			HEN	spa	zeledon4		
1286	213	16	uñas	toenail.N.F.PL			HEN	spa	zeledon4		
1287	213	17	es	be.V.3S.PRES			HEN	spa	zeledon4		
1288	213	18	.				HEN	999	zeledon4		
1289	214	1	no	not.ADV			ETH	spa	zeledon4		
1290	214	2	.				ETH	999	zeledon4		
1291	215	1	.				HEN	999	zeledon4		
1292	216	1	no	not.ADV			ETH	spa	zeledon4		
1293	216	2	yo	I.PRON.SUB.MF.1S			ETH	spa	zeledon4		
1294	216	3	sé	know.V.1S.PRES			ETH	spa	zeledon4		
1295	216	4	lo	the.DET.DEF.NT.SG			ETH	spa	zeledon4		
1296	216	5	que	that.PRON.REL			ETH	spa	zeledon4		
1297	216	6	me	me.PRON.OBL.MF.1S			ETH	spa	zeledon4		
1298	216	7	vas	go.V.2S.PRES			ETH	spa	zeledon4		
1299	216	8	a	to.PREP			ETH	spa	zeledon4		
1300	216	9	preguntar	ask.V.INFIN			ETH	spa	zeledon4		
1301	216	10	no	not.ADV			ETH	spa	zeledon4		
1302	216	11	.				ETH	999	zeledon4		
1303	217	1	carece	lack.V.3S.PRES			HEN	spa	zeledon4		
1304	217	2	de	of.PREP			HEN	spa	zeledon4		
1305	217	3	algún	some.ADJ.M.SG			HEN	spa	zeledon4		
1306	217	4	gusto	taste.N.M.SG.[or].like.V.1S.PRES			HEN	spa	zeledon4		
1307	217	5	.				HEN	999	zeledon4		
1308	218	1	I	I.PRON.SUB.1S			ETH	eng	zeledon4		
1309	218	2	don't	do.V.1S.PRES+NEG			ETH	eng	zeledon4		
1310	218	3	think	think.V.INFIN			ETH	eng	zeledon4		
1311	218	4	so	so.ADV			ETH	eng	zeledon4		
1312	218	5	.				ETH	999	zeledon4		
1313	219	1	I	I.PRON.SUB.1S			ETH	eng	zeledon4		
1314	219	2	think	think.V.1S.PRES			ETH	eng	zeledon4		
1315	219	3	that	that.CONJ			ETH	eng	zeledon4		
1316	219	4	it's	it.PRON.SUB.3S+BE.V.3S.PRES			ETH	eng	zeledon4		
1317	219	5	you	you.PRON.SUB.2SP			ETH	eng	zeledon4		
1318	219	6	know	know.V.2SP.PRES			ETH	eng	zeledon4		
1319	219	7	it's	it.PRON.SUB.3S+BE.V.3S.PRES			ETH	eng	zeledon4		
1320	219	8	ok	unk			ETH	eng	zeledon4		
1321	219	9	if	if.CONJ			ETH	eng	zeledon4		
1322	219	10	you	you.PRON.SUB.2SP			ETH	eng	zeledon4		
1323	219	11	want	want.V.2SP.PRES			ETH	eng	zeledon4		
1324	219	12	to	to.PREP			ETH	eng	zeledon4		
1325	219	13	do	do.V.INFIN			ETH	eng	zeledon4		
1326	219	14	it	it.PRON.OBJ.3S			ETH	eng	zeledon4		
1327	219	15	for	for.PREP			ETH	eng	zeledon4		
1328	219	16	you	you.PRON.OBJ.2SP			ETH	eng	zeledon4		
1329	219	17	yourself	yourself.PRON.REFL.2SP			ETH	eng	zeledon4		
1330	219	18	.				ETH	999	zeledon4		
1331	220	1	that's	that.DEM.FAR+BE.V.3S.PRES			ETH	eng	zeledon4		
1332	220	2	it	it.PRON.OBJ.3S			ETH	eng	zeledon4		
1333	220	3	.				ETH	999	zeledon4		
1334	221	1	so	under.PREP			HEN	spa	zeledon4		
1335	221	2	tú	you.PRON.SUB.MF.2S			HEN	spa	zeledon4		
1336	221	3	en	in.PREP			HEN	spa	zeledon4		
1337	221	4	cierta	true.ADJ.F.SG.[or].certain.ADJ.F.SG			HEN	spa	zeledon4		
1338	221	5	manera	way.N.F.SG			HEN	spa	zeledon4		
1339	221	6	no	not.ADV			HEN	spa	zeledon4		
1340	221	7	apoyas	support.V.2S.PRES			HEN	spa	zeledon4		
1341	221	8	eso	that.PRON.DEM.NT.SG			HEN	spa	zeledon4		
1342	221	9	lo	the.DET.DEF.NT.SG			HEN	spa	zeledon4		
1343	221	10	de	of.PREP			HEN	spa	zeledon4		
1344	221	11	las	the.DET.DEF.F.PL			HEN	spa	zeledon4		
1345	221	12	uñas	toenail.N.F.PL			HEN	spa	zeledon4		
1346	221	13	.				HEN	999	zeledon4		
1347	222	1	I	I.PRON.SUB.1S			ETH	eng	zeledon4		
1348	222	2	I	I.PRON.SUB.1S			ETH	eng	zeledon4		
1349	222	3	don't	do.V.1S.PRES+NEG			ETH	eng	zeledon4		
1350	222	4	care	care.V.INFIN			ETH	eng	zeledon4		
1351	222	5	.				ETH	999	zeledon4		
1352	223	1	uh	uh.IM			HEN	eng&spa	zeledon4		
1353	223	2	.				HEN	999	zeledon4		
1354	224	1	I	I.PRON.SUB.1S			ETH	eng	zeledon4		
1355	224	2	don't	do.V.1S.PRES+NEG			ETH	eng	zeledon4		
1356	224	3	care	care.V.INFIN			ETH	eng	zeledon4		
1357	224	4	.				ETH	999	zeledon4		
1358	225	1	so	under.PREP			HEN	spa	zeledon4		
1359	225	2	si	if.CONJ			HEN	spa	zeledon4		
1360	225	3	ahora	now.ADV			HEN	spa	zeledon4		
1361	225	4	mismo	same.ADJ.M.SG			HEN	spa	zeledon4		
1362	225	5	la	the.DET.DEF.F.SG			HEN	spa	zeledon4		
1363	225	6	señora	lady.N.F.SG			HEN	spa	zeledon4		
1364	225	7	que	that.PRON.REL			HEN	spa	zeledon4		
1365	225	8	está	be.V.3S.PRES			HEN	spa	zeledon4		
1366	225	9	ahí	there.ADV			HEN	spa	zeledon4		
1367	225	10	te	you.PRON.OBL.MF.2S			HEN	spa	zeledon4		
1368	225	11	viene	come.V.3S.PRES			HEN	spa	zeledon4		
1369	225	12	y	and.CONJ			HEN	spa	zeledon4		
1370	225	13	te	you.PRON.OBL.MF.2S			HEN	spa	zeledon4		
1371	225	14	dice	tell.V.3S.PRES			HEN	spa	zeledon4		
1372	225	15	.				HEN	999	zeledon4		
1373	226	1	mire	look.V.13S.SUBJ.PRES			HEN	spa	zeledon4		
1374	226	2	quiero	want.V.1S.PRES			HEN	spa	zeledon4		
1375	226	3	hacerle	do.V.INFIN+LE[PRON.MF.3S]			HEN	spa	zeledon4		
1376	226	4	las	the.DET.DEF.F.PL			HEN	spa	zeledon4		
1377	226	5	uñas	toenail.N.F.PL			HEN	spa	zeledon4		
1378	226	6	a	to.PREP			HEN	spa	zeledon4		
1379	226	7	usted	you.PRON.OBJ.MF.3S			HEN	spa	zeledon4		
1380	226	8	y	and.CONJ			HEN	spa	zeledon4		
1381	226	9	el	the.DET.DEF.M.SG			HEN	spa	zeledon4		
1382	226	10	pedicure	pedicure.N.SG			HEN	eng	zeledon4		
1383	226	11	.				HEN	999	zeledon4		
1384	227	1	está	be.V.3S.PRES			ETH	spa	zeledon4		
1385	227	2	bien	well.ADV			ETH	spa	zeledon4		
1386	227	3	.				ETH	999	zeledon4		
1387	228	1	usted	you.PRON.SUB.MF.3S			HEN	spa	zeledon4		
1388	228	2	se	to_him.PRON.INDIR.MF.3SP			HEN	spa	zeledon4		
1389	228	3	lo	him.PRON.OBJ.M.3S			HEN	spa	zeledon4		
1390	228	4	hace	do.V.3S.PRES			HEN	spa	zeledon4		
1391	228	5	?				HEN	999	zeledon4		
1392	229	1	el	the.DET.DEF.M.SG			ETH	spa	zeledon4		
1393	229	2	pedicure	pedicure.N.SG			ETH	eng	zeledon4		
1394	229	3	no	no.ADV			ETH	eng	zeledon4		
1395	229	4	.				ETH	999	zeledon4		
1396	230	1	uh	uh.IM			HEN	eng&spa	zeledon4		
1397	230	2	.				HEN	999	zeledon4		
1398	231	1	el	the.DET.DEF.M.SG			ETH	spa	zeledon4		
1399	231	2	pedicure	pedicure.N.SG			ETH	eng	zeledon4		
1400	231	3	no	no.ADV			ETH	eng	zeledon4		
1401	231	4	.				ETH	999	zeledon4		
1402	232	1	pero	but.CONJ			HEN	spa	zeledon4		
1403	232	2	sí	yes.ADV			HEN	spa	zeledon4		
1404	232	3	son	be.V.3P.PRES			HEN	spa	zeledon4		
1405	232	4	uñas	toenail.N.F.PL			HEN	spa	zeledon4		
1406	232	5	de	of.PREP			HEN	spa	zeledon4		
1407	232	6	todos	all.ADJ.M.PL			HEN	spa	zeledon4		
1408	232	7	modos	way.N.M.PL			HEN	spa	zeledon4		
1409	232	8	.				HEN	999	zeledon4		
1410	233	1	yeah	yeah.ADV			ETH	eng	zeledon4		
1411	233	2	I	I.PRON.SUB.1S			ETH	eng	zeledon4		
1412	233	3	know	know.V.1S.PRES			ETH	eng	zeledon4		
1413	233	4	yeah	yeah.ADV			ETH	eng	zeledon4		
1414	233	5	but	but.CONJ			ETH	eng	zeledon4		
1415	233	6	give	give.V.INFIN			ETH	eng	zeledon4		
1416	233	7	me	me.PRON.OBJ.1S			ETH	eng	zeledon4		
1417	233	8	a	a.DET.INDEF			ETH	eng	zeledon4		
1418	233	9	break	break.N.SG			ETH	eng	zeledon4		
1419	233	10	.				ETH	999	zeledon4		
1420	234	1	eso	that.PRON.DEM.NT.SG			ETH	spa	zeledon4		
1421	234	2	no	not.ADV			ETH	spa	zeledon4		
1422	234	3	me	me.PRON.OBL.MF.1S			ETH	spa	zeledon4		
1423	234	4	importa	mind.V.3S.PRES			ETH	spa	zeledon4		
1424	234	5	tampoco	neither.ADV			ETH	spa	zeledon4		
1425	234	6	.				ETH	999	zeledon4		
1426	235	1	ah	ah.IM			HEN	spa	zeledon4		
1427	235	2	.				HEN	999	zeledon4		
1428	236	1	no	not.ADV			ETH	spa	zeledon4		
1429	236	2	yo	I.PRON.SUB.MF.1S			ETH	spa	zeledon4		
1430	236	3	no	not.ADV			ETH	spa	zeledon4		
1431	236	4	yo	I.PRON.SUB.MF.1S			ETH	spa	zeledon4		
1432	236	5	no	not.ADV			ETH	spa	zeledon4		
1433	236	6	estoy	be.V.1S.PRES			ETH	spa	zeledon4		
1434	236	7	interesado	interest.V.PASTPART			ETH	spa	zeledon4		
1435	236	8	.				ETH	999	zeledon4		
1436	237	1	nails	nail.N.PL			HEN	eng	zeledon4		
1437	237	2	are	are.V.123P.PRES			HEN	eng	zeledon4		
1438	237	3	nails	nail.N.PL			HEN	eng	zeledon4		
1439	237	4	.				HEN	999	zeledon4		
1440	238	1	that's	that.DEM.FAR+BE.V.3S.PRES			ETH	eng	zeledon4		
1441	238	2	ok	unk			ETH	eng	zeledon4		
1442	238	3	.				ETH	999	zeledon4		
1443	239	1	you	you.PRON.SUB.2SP			ETH	eng	zeledon4		
1444	239	2	can	can.V.2SP.PRES			ETH	eng	zeledon4		
1445	239	3	do	do.V.INFIN			ETH	eng	zeledon4		
1446	239	4	it	it.PRON.OBJ.3S			ETH	eng	zeledon4		
1447	239	5	.				ETH	999	zeledon4		
1448	240	1	tú	you.PRON.SUB.MF.2S			HEN	spa	zeledon4		
1449	240	2	dices	tell.V.2S.PRES			HEN	spa	zeledon4		
1450	240	3	que	that.CONJ			HEN	spa	zeledon4		
1451	240	4	tú	you.PRON.SUB.MF.2S			HEN	spa	zeledon4		
1452	240	5	te	you.PRON.OBL.MF.2S			HEN	spa	zeledon4		
1453	240	6	comes	eat.V.2S.PRES			HEN	spa	zeledon4		
1454	240	7	las	the.DET.DEF.F.PL			HEN	spa	zeledon4		
1455	240	8	uñas	toenail.N.F.PL			HEN	spa	zeledon4		
1456	240	9	.				HEN	999	zeledon4		
1457	241	1	sí	yes.ADV			ETH	spa	zeledon4		
1458	241	2	.				ETH	999	zeledon4		
1459	242	1	o	or.CONJ			HEN	spa	zeledon4		
1460	242	2	sea	be.V.13S.SUBJ.PRES			HEN	spa	zeledon4		
1461	242	3	que	that.CONJ			HEN	spa	zeledon4		
1462	242	4	muchas	much.ADJ.F.PL			HEN	spa	zeledon4		
1463	242	5	veces	time.N.F.PL			HEN	spa	zeledon4		
1464	242	6	te	you.PRON.OBL.MF.2S			HEN	spa	zeledon4		
1465	242	7	comes	eat.V.2S.PRES			HEN	spa	zeledon4		
1466	242	8	las	the.DET.DEF.F.PL			HEN	spa	zeledon4		
1467	242	9	.				HEN	999	zeledon4		
1468	243	1	no	not.ADV			ETH	spa	zeledon4		
1469	243	2	yo	I.PRON.SUB.MF.1S			ETH	spa	zeledon4		
1470	243	3	no	not.ADV			ETH	spa	zeledon4		
1471	243	4	me	me.PRON.OBL.MF.1S			ETH	spa	zeledon4		
1472	243	5	lo	him.PRON.OBJ.M.3S			ETH	spa	zeledon4		
1473	243	6	como	eat.V.1S.PRES			ETH	spa	zeledon4		
1474	243	7	.				ETH	999	zeledon4		
1475	244	1	me	me.PRON.OBL.MF.1S			ETH	spa	zeledon4		
1476	244	2	lo	him.PRON.OBJ.M.3S			ETH	spa	zeledon4		
1477	244	3	muerdo	bite.V.1S.PRES			ETH	spa	zeledon4		
1478	244	4	.				ETH	999	zeledon4		
1479	245	1	te	you.PRON.OBL.MF.2S			HEN	spa	zeledon4		
1480	245	2	lo	him.PRON.OBJ.M.3S			HEN	spa	zeledon4		
1481	245	3	muerdes	bite.V.2S.PRES			HEN	spa	zeledon4		
1482	245	4	.				HEN	999	zeledon4		
1483	246	1	.				ETH	999	zeledon4		
1484	247	1	es	be.V.3S.PRES			ETH	spa	zeledon4		
1485	247	2	diferente	different.ADJ.MF.SG			ETH	spa	zeledon4		
1486	247	3	.				ETH	999	zeledon4		
1487	248	1	te	you.PRON.OBL.MF.2S			HEN	spa	zeledon4		
1488	248	2	gusta	like.V.3S.PRES			HEN	spa	zeledon4		
1489	248	3	te	you.PRON.OBL.MF.2S			HEN	spa	zeledon4		
1490	248	4	gusta	like.V.3S.PRES			HEN	spa	zeledon4		
1491	248	5	la	the.DET.DEF.F.SG			HEN	spa	zeledon4		
1492	248	6	sensación	feeling.N.F.SG			HEN	spa	zeledon4		
1493	248	7	de	of.PREP			HEN	spa	zeledon4		
1494	248	8	morderte	bite.V.INFIN+TE[PRON.MF.2S]			HEN	spa	zeledon4		
1495	248	9	las	the.DET.DEF.F.PL			HEN	spa	zeledon4		
1496	248	10	uñas	toenail.N.F.PL			HEN	spa	zeledon4		
1497	248	11	?				HEN	999	zeledon4		
1498	249	1	diferente	different.ADJ.MF.SG			ETH	spa	zeledon4		
1499	249	2	.				ETH	999	zeledon4		
1500	250	1	no	no.ADV			ETH	eng	zeledon4		
